,Epochs,train_AUC,validation_AUC
94,94,0.9837712784337093,0.947984188591152
95,95,0.9839313292483035,0.9482795783624307
96,96,0.9839629462707189,0.9484596766108588
97,97,0.9840905511521977,0.9488130701917706
98,98,0.9841594454729515,0.9487926614439368
99,99,0.9842089906496505,0.9487808458530856
100,100,0.9843107808836141,0.949013219139825
101,101,0.9844443065558074,0.9493032381879897
102,102,0.9844830995765688,0.9492853357776091
103,103,0.9845272213089732,0.9491306589519213
104,104,0.9846390295208257,0.94945003795311
105,105,0.9846830565205786,0.9496881400111711
106,106,0.9847052239610137,0.9495721323919053
107,107,0.9848065405317201,0.9497389828566518
108,108,0.984862101231785,0.9497984188591152
109,109,0.9848893605522345,0.9499223035389485
110,110,0.9849318481464018,0.9499588244561248
111,111,0.985039369705777,0.9503118599888289
112,112,0.9851178793906512,0.9503977915586554
113,113,0.9851720664672702,0.9504235710296034
114,114,0.9851889288792252,0.9504701172965928
115,115,0.985223956277092,0.9504142617762056
116,116,0.9853202757004355,0.9505241825759421
117,117,0.9853527216335509,0.9505399366970769
118,118,0.9853671209965685,0.9505879151568968
119,119,0.9854056535025385,0.9506251521704883
120,120,0.9854885682557043,0.9507282700542801
121,121,0.9855253955739485,0.9507289861506953
122,122,0.9855568941805496,0.9508002377440099
123,123,0.985589671677945,0.9509749652693239
124,124,0.9856453271106612,0.950961001389227
125,125,0.9856803308253653,0.9512288214485198
126,126,0.9857620140540625,0.9513484095498618
127,127,0.9858277821973191,0.9515764862581098
128,128,0.985860820209506,0.9516205261876459
129,129,0.9858986659037531,0.9515875857525458
130,130,0.9859257831252254,0.9516599114904831
131,131,0.9859951274260736,0.9517709064348424
132,132,0.9860391781089894,0.9517343855176661
133,133,0.9860617244800303,0.9517866605559773
134,134,0.9860928204728627,0.9519094710911877
135,135,0.9861359475124272,0.951845738510233
136,136,0.986252042376757,0.9520419489280036
137,137,0.9863032927411817,0.9521311029316987
138,138,0.9863643716181923,0.9521260902567922
139,139,0.9864217085554715,0.9521769331022729
140,140,0.9865249434623695,0.9523459318562651
141,141,0.9865771885196342,0.9524676682468528
142,142,0.9866642951926258,0.9525965656015926
143,143,0.98670128829301,0.9526509889291495
144,144,0.9868935955754168,0.952683571316042
145,145,0.9869477116025472,0.9527473038969967
146,146,0.9870309816031559,0.9528124686707818
147,147,0.9870720955738774,0.9528400383827679
148,148,0.9871750699659839,0.9528873007461724
149,149,0.987193732298316,0.9529109319278748
150,150,0.9872414301883119,0.9529975795941166
151,151,0.9873469623620071,0.9530169141973275
152,152,0.9874230800474326,0.9530935365137562
153,153,0.9874631519589884,0.9530906721280953
154,154,0.9875261728553534,0.9531536886126348
155,155,0.9876192003190596,0.9532822279191671
156,156,0.9876995336074739,0.9533839136101284
157,157,0.9877377108660009,0.9534906119759965
158,158,0.987781051054031,0.9534920441688269
159,159,0.9878399747632216,0.9535299972788336
160,160,0.9878732259238743,0.9535070821935465
161,161,0.9879074954605298,0.953531429471664
162,162,0.9879395387798766,0.9535425289661
163,163,0.9879946021335214,0.9535418128696848
164,164,0.9880270480666369,0.9535858527992209
165,165,0.988099897475588,0.9535504060266674
166,166,0.9881160257094943,0.9536094839809232
167,167,0.9881623026097187,0.9535350099537402
168,168,0.9882202789923951,0.953563653810349
169,169,0.9882598772406936,0.9534895378313736
170,170,0.9882839393341574,0.9535539865087436
171,171,0.9883538046645884,0.9536033971613939
172,172,0.988381040301875,0.9536642653566876
173,173,0.9884423796936772,0.9537136760093379
174,174,0.9884874961189217,0.9536477951391376
175,175,0.9885464908776009,0.9536506595247984
176,176,0.9886059356163744,0.9537093794308465
177,177,0.9886576596440563,0.9536442146570614
178,178,0.9886762982932255,0.9537079472380161
179,179,0.9887602787887199,0.9537716798189708
180,180,0.9888254548529051,0.9538124973146385
181,181,0.9888600322706778,0.9537784827349154
182,182,0.9888719685847581,0.9538153617002993
183,183,0.9889189559798683,0.9537795568795383
184,184,0.9889374762132233,0.9538257450983201
185,185,0.9889720536309959,0.9537612964209501
186,186,0.9890148727894432,0.9537791988313307
187,187,0.9890564604234218,0.9537305042750956
188,188,0.9890665020844736,0.9537734700600089
189,189,0.989093453523806,0.9537204789252826
190,190,0.9891200260325326,0.9537505549747218
191,191,0.9892077011014329,0.9538490182318148
192,192,0.9892444100038628,0.9538991449808802
193,193,0.9892639722963834,0.9539507039227761
194,194,0.9893014864263504,0.9539063059450325
195,195,0.9893428135455377,0.9539206278733369
196,196,0.9893620442737783,0.95393065322315
197,197,0.989400126799654,0.953904873752202
198,198,0.9894448406111298,0.95393065322315
199,199,0.9894726920106508,0.9538740816063475
200,200,0.9895229476822355,0.9539170473912607
201,201,0.9895473887063049,0.9538669206421952
202,202,0.9895643458509111,0.9538525987138908
203,203,0.9896021915451583,0.9538329060624723
204,204,0.9896370531608851,0.9538962805952194
205,205,0.9896985346516645,0.9539342337052261
206,206,0.9897063027290819,0.9539571487905132
207,207,0.9898355891151236,0.9540409320710941
208,208,0.9898719190869477,0.9539850765507067
209,209,0.9898810607878109,0.9539807799722154
210,210,0.9899089595536577,0.9539249244518282
211,211,0.9899186696504294,0.953891984016728
212,212,0.9899557101171393,0.9538798103776692
213,213,0.9899930584649663,0.9538697850278561
214,214,0.9900328224954049,0.9538980708362574
215,215,0.9900673999131775,0.9538887615828595
216,216,0.9900772994752521,0.9538830328115377
217,217,0.9901123031899562,0.9539023674147488
218,218,0.9901330496406199,0.9538329060624723
219,219,0.9901471884888461,0.9538389928820016
220,220,0.9901752293536699,0.9537924466150123
221,221,0.9901829026984359,0.9536957735989574
222,222,0.9902231640752944,0.9536728585136702
223,223,0.990249262920764,0.9536685619351789
224,224,0.9902590677501871,0.9535632957621414
225,225,0.9902920820792112,0.9535496899302522
226,226,0.9903288857142925,0.9535060080489237
227,227,0.9903471691160188,0.9535017114704324
